Gene Symbol,organ
ZG16A,GI-tract
SLC22A1,Liver
44835,Liver
TEX36,Male tissue
bA383C5.1,Male tissue
C10orf122,Male tissue
UBE2C,Blood and immune system
UBCH10,Blood and immune system
SPSB4,Pancreas
SSB-4,Pancreas
RAG2,Blood and immune system
WFDC5,Skin
dJ211D12.5,Skin
WAP1,Skin
CADM2,Brain
IGSF4D,Brain
Necl-3,Brain
NECL3,Brain
SynCAM2,Brain
INHBC,Liver
HIGD2B,Male tissue
HIGD2BP,Male tissue
NPPA,Heart and skeletal muscle
ANP,Heart and skeletal muscle
PND,Heart and skeletal muscle
CST6,Skin
PROP1,Endocrine tissue
ISX,GI-tract
RAXLX,GI-tract
APOF,Liver
UBQLNL,Male tissue
MGC20470,Male tissue
MGC26958,Male tissue
UBQLN3,Male tissue
TUP-1,Male tissue
PNLIP,Pancreas
PL,Pancreas
UCP3,Heart and skeletal muscle
SLC25A9,Heart and skeletal muscle
PRM1,Male tissue
CT94.1,Male tissue
CCDC197,Male tissue
C14orf48,Male tissue
LINC00521,Male tissue
RBMXL3,Male tissue
CXorf55,Male tissue
FLJ40249,Male tissue
CBLL2,Male tissue
CT138,Male tissue
FLJ25735,Male tissue
HAKAIL,Male tissue
ZNF645,Male tissue
CCDC168,Male tissue
C13orf40,Male tissue
FLJ40176,Male tissue
GAPT,Blood and immune system
C5orf29,Blood and immune system
FLJ33641,Blood and immune system
CREG2,Brain
TMEM270,Male tissue
MGC26719,Male tissue
WBSCR28,Male tissue
KLHL38,Heart and skeletal muscle
C8ORFK36,Heart and skeletal muscle
ASCL3,
bHLHa42,
HASH3,
Sgn1,
HSF5,Male tissue
FLJ40311,Male tissue
FOXG1,Brain
BF1,Brain
FKH2,Brain
FKHL1,Brain
FKHL2,Brain
FKHL3,Brain
FKHL4,Brain
FOXG1A,Brain
FOXG1B,Brain
FOXG1C,Brain
HBF-3,Brain
HFK1,Brain
HFK2,Brain
HFK3,Brain
QIN,Brain
ENTHD1,Male tissue
FLJ25421,Male tissue
ACBD7,Brain
bA455B2.2,Brain
FLJ38219,Brain
HMGB4,Male tissue
FLJ40388,Male tissue
OR4N2,Male tissue
OR4M1,Male tissue
FOXR1,Male tissue
DLNB13,Male tissue
FOXN5,Male tissue
PRR18,Brain
MGC35308,Brain
SPRYD4,Liver
DKFZp686N0877,Liver
GNG7,Brain
FLJ00058,Brain
CNTD1,Male tissue
CNTD,Male tissue
FLJ40137,Male tissue
DCAF4L2,Male tissue
WDR21C,Male tissue
CNBD1,Male tissue
FLJ35802,Male tissue
HORMAD2,Male tissue
CT46.2,Male tissue
MGC26710,Male tissue
TGIF2LY,Male tissue
PFN4,Male tissue
MAGEB6,Male tissue
CT3.4,Male tissue
FLJ40242,Male tissue
MAGE-B6,Male tissue
MAGEB6A,Male tissue
CDK5R1,Brain
Nck5a,Brain
p35,Brain
p35nck5a,Brain
MAGEB18,Male tissue
MGC33889,Male tissue
DEFB104A,Male tissue
DEFB-4,Male tissue
DEFB104,Male tissue
DEFB4,Male tissue
OR52E2,Male tissue
GluN1,Brain
NMDAR1,Brain
OR51A7,Male tissue
C8G,Liver
LY6H,Brain
NMLY6,Brain
FMR1NB,Male tissue
CT37,Male tissue
FLJ25736,Male tissue
NY-SAR-35,Male tissue
DEFB104B,Male tissue
C19orf18,Male tissue
MGC41906,Male tissue
ZDHHC22,Brain
C14orf59,Brain
CETN1,Male tissue
CEN1,Male tissue
CETN,Male tissue
SPACA4,Male tissue
SAMP14,Male tissue
KCNA3,Blood and immune system
HLK3,Blood and immune system
HPCN3,Blood and immune system
Kv1.3,Blood and immune system
MK3,Blood and immune system
FBXO39,Male tissue
CT144,Male tissue
Fbx39,Male tissue
MGC35179,Male tissue
KCNA2,Brain
HK4,Brain
Kv1.2,Brain
BEND2,Male tissue
CXorf20,Male tissue
MGC33653,Male tissue
UMODL1,Blood and immune system
UBE2U,Male tissue
MGC35130,Male tissue
RBM44,Male tissue
FLJ40411,Male tissue
VCX2,Male tissue
VCX-2r,Male tissue
ST8SIA3,Brain
SIAT8C,Brain
FAM187B,Male tissue
FLJ25660,Male tissue
TMEM162,Male tissue
C12orf54,Male tissue
MGC35033,Male tissue
TEX44,Male tissue
C2orf57,Male tissue
MGC35154,Male tissue
SRRM3,Brain
FLJ37078,Brain
DEFB114,Male tissue
DEFB-14,Male tissue
CAPZA3,Male tissue
CAPPA3,Male tissue
Gsg3,Male tissue
ODF3,Male tissue
CT135,Male tissue
hSHIPPO,Male tissue
SHIPPO1,Male tissue
SPATA31E1,Male tissue
C9orf79,Male tissue
FAM75E1,Male tissue
FLJ35866,Male tissue
TSPYL6,Male tissue
HTR3C,Lung
TSSK6,Male tissue
CT72,Male tissue
FLJ24002,Male tissue
SSTK,Male tissue
GOLGA8Q,Endocrine tissue
AMER3,Brain
FAM123C,Brain
FLJ38377,Brain
ZC3H12D,Blood and immune system
C6orf95,Blood and immune system
dJ281H8.1,Blood and immune system
MCPIP4,Blood and immune system
TMEM151B,Brain
bA444E17.5,Brain
C6orf137,Brain
TMEM193,Brain
SLITRK1,Brain
KIAA1910,Brain
LRRC12,Brain
PRM3,Male tissue
TNP2,Male tissue
TP2,Male tissue
SPAG11A,Male tissue
EDDM2A,Male tissue
AQP11,GI-tract
KCNG2,Brain
KCNF2,Brain
Kv6.2,Brain
CCDC185,Male tissue
C1orf65,Male tissue
FLJ35728,Male tissue
CEP295NL,Male tissue
DDC8,Male tissue
KIAA1731NL,Male tissue
MCMDC2,Male tissue
C8orf45,Male tissue
FLJ25692,Male tissue
TUBAL3,GI-tract
FLJ21665,GI-tract
AMBN,Brain
CTXN1,Brain
FLJ25968,Brain
DEFB125,Male tissue
DEFB-25,Male tissue
GPR35,GI-tract
C10orf53,Male tissue
Em:AC069546.1,Male tissue
CPN2,Liver
ACBP,Liver
GDPD4,Male tissue
GDE6,Male tissue
H1FOO,Male tissue
RFLNA,GI-tract
Cfm2,GI-tract
FAM101A,GI-tract
FLJ44614,GI-tract
RefilinA,GI-tract
FOXE1,Endocrine tissue
FKHL15,Endocrine tissue
FOXE2,Endocrine tissue
HFKH4,Endocrine tissue
TITF2,Endocrine tissue
TTF-2,Endocrine tissue
TPRX1,Male tissue
FLJ40321,Male tissue
LGALS7B,Skin
GAL7,Skin
EXD1,Male tissue
EXDL1,Male tissue
MGC33637,Male tissue
KLHDC7A,Kidney
FLJ38753,Kidney
OR13D1,Male tissue
IGSF22,
FLJ37794,
IGFN2,
C12orf42,Male tissue
FLJ25323,Male tissue
CYP11B2,Endocrine tissue
ALDOS,Endocrine tissue
CPN2,Endocrine tissue
CYP11BL,Endocrine tissue
P-450C18,Endocrine tissue
P450aldo,Endocrine tissue
ALOXE3,Skin
E-LOX,Skin
eLOX3,Skin
GGN,Male tissue
FLJ35713,Male tissue
MGC33369,Male tissue
SIGLECL1,Male tissue
C19orf75,Male tissue
FLJ40235,Male tissue
SIGLEC23P,Male tissue
SIGLECP7,Male tissue
RAD23A,Heart and skeletal muscle
HHR23A,Heart and skeletal muscle
MGC111083,Heart and skeletal muscle
C2orf71,Eye
FLJ34931,Eye
RP54,Eye
TMEM151A,Brain
MGC33486,Brain
TMEM151,Brain
TMEM31,Male tissue
MGC39655,Male tissue
CATSPERE,Male tissue
C1orf101,Male tissue
MGC33370,Male tissue
DNAJB8,Male tissue
CT156,Male tissue
MGC33884,Male tissue
OR9A2,Brain
DNHD1,Male tissue
C11orf47,Male tissue
CCDC35,Male tissue
DHCD1,Male tissue
DKFZp686J0796,Male tissue
DNHD1L,Male tissue
FLJ32752,Male tissue
FLJ35709,Male tissue
FLJ46184,Male tissue
RNF151,Male tissue
GPHB5,Male tissue
GPB5,Male tissue
ZLUT1,Male tissue
TPPP2,Male tissue
C14orf8,Male tissue
CT152,Male tissue
p18,Male tissue
p25beta,Male tissue
FCER1A,Blood and immune system
FCE1A,Blood and immune system
RPRML,Brain
MGC43894,Brain
SYCN,Pancreas
FLJ27441,Pancreas
INSSA1,Pancreas
SYL,Pancreas
AKAP5,Brain
AKAP75,Brain
AKAP79,Brain
NKPD1,Skin
FLJ33600,Skin
NRXN1,Brain
Hs.22998,Brain
KIAA0578,Brain
GOLGA8J,Male tissue
FAM71E2,Male tissue
C19orf16,Male tissue
DKFZp434G1729,Male tissue
WFDC11,Male tissue
WAP11,Male tissue
TDRD6,Male tissue
bA446F17.4,Male tissue
CT41.2,Male tissue
NY-CO-45,Male tissue
SPATA36,Male tissue
C12orf40,Male tissue
FLJ40126,Male tissue
WFDC9,Male tissue
dJ688G8.2,Male tissue
WAP9,Male tissue
F2,Liver
FAM71C,Male tissue
MGC39520,Male tissue
RRH,Eye
peropsin,Eye
WFDC10A,Male tissue
C20orf146,Male tissue
dJ688G8.3,Male tissue
WAP10,Male tissue
KCTD4,Brain
bA321C24.3,Brain
MEIOC,Male tissue
C17orf104,Male tissue
FLJ35848,Male tissue
MTURN,Brain
C7orf41,Brain
Ells1,Brain
FLJ25903,Brain
KRTAP9-7,Skin
KAP9.7,Skin
KRTAP9L1,Skin
C11orf71,Male tissue
FLJ20010,Male tissue
CYP8B1,Liver
CYP12,Liver
OR6K6,Blood and immune system
GLIPR1L2,Male tissue
MGC39497,Male tissue
SLC47A2,Kidney
FLJ31196,Kidney
MATE2,Kidney
MATE2-K,Kidney
OR2A4,Blood and immune system
OR2A10,Blood and immune system
TMEM64,Male tissue
DKFZp762C1112,Male tissue
C3orf22,Male tissue
MGC34728,Male tissue
ANKRD30B,Male tissue
NY-BR-1.1,Male tissue
BHLHE22,Brain
Beta3,Brain
BHLHB5,Brain
CAGL85,Brain
TNRC20,Brain
CXCR2,Blood and immune system
CD182,Blood and immune system
CMKAR2,Blood and immune system
IL8RB,Blood and immune system
DEFB112,Male tissue
DEFB-12,Male tissue
C11orf42,Male tissue
MGC34805,Male tissue
OXTR,Female tissue
GPR62,Brain
C17orf47,Male tissue
FLJ40121,Male tissue
C4orf50,Brain
FLJ46481,Brain
OR5AK2,Blood and immune system
SPEM1,Male tissue
C17orf83,Male tissue
FLJ40081,Male tissue
HEPHL1,
DKFZp686F22190,
LRRC75A,GI-tract
C17orf76,GI-tract
FAM211A,GI-tract
FLJ35696,GI-tract
SAGE1,Male tissue
CT14,Male tissue
SAGE,Male tissue
SOX2,Brain
EDDM3B,Male tissue
FAM12B,Male tissue
HE3-BETA,Male tissue
OR52D1,Male tissue
ANKRD62,Male tissue
DKFZp779B1634,Male tissue
PHLDA2,Female tissue
BWR1C,Female tissue
HLDA2,Female tissue
IPL,Female tissue
TSSC3,Female tissue
ATG9B,Female tissue
APG9L2,Female tissue
FLJ14885,Female tissue
NOS3AS,Female tissue
SONE,Female tissue
GPR88,Brain
ACTL9,Male tissue
MGC33407,Male tissue
ADGRB1,Brain
BAI1,Brain
FTMT,Male tissue
MtF,Male tissue
OR4A16,Male tissue
OR4A16Q,Male tissue
RTKN2,Lung
bA531F24.1,Lung
Em:AC024597.2,Lung
FLJ39352,Lung
PLEKHK1,Lung
ADIG,Male tissue
MGC39724,Male tissue
RP5-1100H13.2,Male tissue
SMAF1,Male tissue
OR6B2,Male tissue
OR6B2P,Male tissue
FAM181B,Brain
LOC220382,Brain
MGC33846,Brain
ENPP7,GI-tract
alk-SMase,GI-tract
NPP7,GI-tract
MRGPRG,Male tissue
GPR169,Male tissue
mrgG,Male tissue
IZUMO1,Male tissue
IZUMO,Male tissue
MGC34799,Male tissue
OBF,Male tissue
TMIGD1,GI-tract
TMIGD,GI-tract
UNQ9372,GI-tract
DCAF4L1,Male tissue
WDR21B,Male tissue
MBD3L3,Male tissue
LIPF,GI-tract
HGL,GI-tract
HLAL,GI-tract
ZNF804B,Endocrine tissue
FLJ32110,Endocrine tissue
OTOL1,Brain
C1QTNF15,Brain
C1QTNF16,Brain
KCNK4,Brain
K2p4.1,Brain
TRAAK,Brain
TEX19,Male tissue
FLJ35767,Male tissue
SATB1,Blood and immune system
VCX,Male tissue
VCX-10r,Male tissue
VCX-B1,Male tissue
VCX1,Male tissue
VCX10R,Male tissue
ACTL10,Male tissue
C20orf134,Male tissue
HS3ST4,Brain
3OST4,Brain
TSPAN10,Eye
OCSP,Eye
OR10G7,Pancreas
CCDC172,Male tissue
C10orf96,Male tissue
MGC35062,Male tissue
PPP1R27,Heart and skeletal muscle
DYSFIP1,Heart and skeletal muscle
toonin,Heart and skeletal muscle
RESP18,Brain
PAPPA,Female tissue
ASBABP2,Female tissue
DIPLA1,Female tissue
IGFBP-4ase,Female tissue
PAPA,Female tissue
PAPP-A,Female tissue
PAPPA1,Female tissue
MAFA,Heart and skeletal muscle
hMafA,Heart and skeletal muscle
RIPE3b1,Heart and skeletal muscle
CCDC87,Male tissue
FLJ10786,Male tissue
CRIP2,Heart and skeletal muscle
CRP2,Heart and skeletal muscle
ESP1,Heart and skeletal muscle
GALNT9,Brain
GALNAC-T9,Brain
TMEM95,Male tissue
MGC129793,Male tissue
UNQ9390,Male tissue
ODF3L1,Male tissue
MGC48986,Male tissue
AC135068.1,Male tissue
CYLC1,Male tissue
WBP2NL,Male tissue
FLJ26145,Male tissue
GRAMD7,Male tissue
MGC26816,Male tissue
PAWP,Male tissue
NKX2-5,Heart and skeletal muscle
CSX,Heart and skeletal muscle
CSX1,Heart and skeletal muscle
NKX2.5,Heart and skeletal muscle
NKX2E,Heart and skeletal muscle
NKX4-1,Heart and skeletal muscle
NEB,Heart and skeletal muscle
NEB177D,Heart and skeletal muscle
NEM2,Heart and skeletal muscle
PRORY,GI-tract
CYorf17,GI-tract
ANKRD20A2,Male tissue
GABRR3,Eye
POTEC,Male tissue
A26B2,Male tissue
CT104.6,Male tissue
DKFZp686J0529,Male tissue
POTE-18,Male tissue
POTE18,Male tissue
RIMBP3C,Male tissue
PLGLB1,Liver
PLGL,Liver
PRP-B,Liver
FAM9A,Male tissue
TEX39A,Male tissue
MAGEA2B,Male tissue
MAGE2,Male tissue
MAGEA2,Male tissue
MGC16973,Male tissue
SPDYE4,Male tissue
REC114,Male tissue
C15orf60,Male tissue
CT147,Male tissue
FLJ27520,Male tissue
FLJ36860,Male tissue
FLJ44083,Male tissue
LOC283677,Male tissue
OVCH2,Male tissue
OVTN,Male tissue
PMCH,Brain
MCH,Brain
TMEM89,Male tissue
C19orf71,Male tissue
LOC100128569,Male tissue
TFDP3,Male tissue
CT30,Male tissue
E2F-like,Male tissue
HCA661,Male tissue
GRIN2A,Brain
GluN2A,Brain
NMDAR2A,Brain
SH2D7,Male tissue
LOC646892,Male tissue
ACSM5,Liver
FLJ20581,Liver
C10orf120,Male tissue
bA318C4.1,Male tissue
SERHL2,Female tissue
PGPEP1L,Heart and skeletal muscle
GKN2,GI-tract
blottin,GI-tract
BRICD1B,GI-tract
GDDR,GI-tract
PRO813,GI-tract
TFIZ1,GI-tract
VLTI465,GI-tract
FAM167B,Female tissue
C1orf90,Female tissue
MGC10820,Female tissue
CCR3,Blood and immune system
CC-CKR-3,Blood and immune system
CD193,Blood and immune system
CKR3,Blood and immune system
CMKBR3,Blood and immune system
GOLGA8G,Male tissue
DKFZp434K052,Male tissue
RP1L1,Eye
DCDC4B,Eye
KRTAP8-1,Skin
KAP8.1,Skin
44631,Male tissue
MARCH-XI,Male tissue
RNF226,Male tissue
PSG9,Female tissue
PSG11,Female tissue
PSGII,Female tissue
BMP8A,Endocrine tissue
OR4N4,Male tissue
OPCML,Brain
IGLON1,Brain
OBCAM,Brain
OPCM,Brain
BPY2,Male tissue
BPY2A,Male tissue
VCY2,Male tissue
VCY2A,Male tissue
KCTD16,Brain
KIAA1317,Brain
BPY2B,Male tissue
VCY2B,Male tissue
EMILIN3,Male tissue
C20orf130,Male tissue
dJ620E11.4,Male tissue
EMILIN5,Male tissue
CNGA2,Male tissue
CNCA,Male tissue
CNCA1,Male tissue
CNG2,Male tissue
FLJ46312,Male tissue
OCNC1,Male tissue
OCNCa,Male tissue
OCNCALPHA,Male tissue
SCN5A,Heart and skeletal muscle
CDCD2,Heart and skeletal muscle
CMD1E,Heart and skeletal muscle
HB1,Heart and skeletal muscle
HB2,Heart and skeletal muscle
HBBD,Heart and skeletal muscle
HH1,Heart and skeletal muscle
ICCD,Heart and skeletal muscle
IVF,Heart and skeletal muscle
LQT3,Heart and skeletal muscle
Nav1.5,Heart and skeletal muscle
PFHB1,Heart and skeletal muscle
SSS1,Heart and skeletal muscle
SH2D1A,Blood and immune system
DSHP,Blood and immune system
EBVS,Blood and immune system
IMD5,Blood and immune system
LYP,Blood and immune system
MTCP1,Blood and immune system
SAP,Blood and immune system
XLP,Blood and immune system
XLPD,Blood and immune system
PP2D1,Male tissue
C3orf48,Male tissue
FLJ25449,Male tissue
OR2T10,Kidney
KRTAP20-2,Skin
KAP20.2,Skin
CTAG1B,Male tissue
CT6.1,Male tissue
CTAG,Male tissue
CTAG1,Male tissue
ESO1,Male tissue
LAGE2A,Male tissue
LAGE2B,Male tissue
NY-ESO-1,Male tissue
TBX1,Heart and skeletal muscle
CATCH22,Heart and skeletal muscle
VCF,Heart and skeletal muscle
TRIML1,Male tissue
FLJ36180,Male tissue
RNF209,Male tissue
CNTN2,Brain
AXT,Brain
TAG-1,Brain
TAX,Brain
TAX1,Brain
OR10J5,Liver
KCNQ3,Brain
EBN2,Brain
Kv7.3,Brain
OLIG1,Brain
BHLHB6,Brain
bHLHe21,Brain
CDR1,Brain
CDR34,Brain
CDR62A,Brain
KCNK12,Brain
K2p12.1,Brain
THIK-2,Brain
THIK2,Brain
HIST2H2AB,Blood and immune system
SIX6,Endocrine tissue
OPTX2,Endocrine tissue
Six9,Endocrine tissue
MROH7,Male tissue
C1orf175,Male tissue
FLJ46354,Male tissue
HEATR8,Male tissue
S100A7A,
S100A15,
S100A7f,
S100A7L1,
SRPK3,Heart and skeletal muscle
MSSK1,Heart and skeletal muscle
STK23,Heart and skeletal muscle
IQCF2,Male tissue
MRGPRE,Brain
GPR167,Brain
mrgE,Brain
KRTAP19-1,Skin
KAP19.1,Skin
HIST1H1B,Blood and immune system
H1.5,Blood and immune system
H1b,Blood and immune system
H1F5,Blood and immune system
H1s-3,Blood and immune system
SPATA32,Male tissue
AEP2,Male tissue
C17orf46,Male tissue
FLJ25414,Male tissue
TEX34,Male tissue
VAD1.2,Male tissue
COLEC10,Liver
CL-L1,Liver
ACTRT3,Male tissue
ARPM1,Male tissue
KCND2,Brain
KIAA1044,Brain
Kv4.2,Brain
RK5,Brain
POU3F2,Brain
BRN2,Brain
7-Oct,Brain
OTF7,Brain
POUF3,Brain
GAST,GI-tract
GAS,GI-tract
NUTM1,Male tissue
C15orf55,Male tissue
DKFZp434O192,Male tissue
FAM22H,Male tissue
NUT,Male tissue
CEND1,Brain
BM88,Brain
FLJ90066,Brain
SPEM2,Male tissue
C17orf74,Male tissue
PIWIL3,Male tissue
HIWI3,Male tissue
PRSS55,Male tissue
CT153,Male tissue
T-SP1,Male tissue
UNQ9391,Male tissue
ODF4,Male tissue
CT136,Male tissue
OPPO1,Male tissue
LRRC26,
bA350O14.10,
SERINC4,Eye
FLJ40363,Eye
KRTAP6-1,Skin
C21orf103,Skin
KAP6.1,Skin
DDX53,Male tissue
CAGE,Male tissue
CT26,Male tissue
PRSS40B,Male tissue
TCTE3,Male tissue
TCTEX1D3,Male tissue
PRR23B,Male tissue
FLJ46116,Male tissue
DRD1,Brain
LCN12,Male tissue
MGC48935,Male tissue
AQP12A,Pancreas
AQP12,Pancreas
CHRM5,Brain
SLC22A10,Liver
hOAT5,Liver
OAT5,Liver
DGAT1,GI-tract
ARGP1,GI-tract
DGAT,GI-tract
NT5C1B,Male tissue
AIRP,Male tissue
CN-IB,Male tissue
C5orf47,Male tissue
LOC133491,Male tissue
KRT76,
HUMCYT2A,
KRT2B,
KRT2P,
MYADML2,Heart and skeletal muscle
LOC255275,Heart and skeletal muscle
HIST1H2BL,Blood and immune system
dJ97D16.4,Blood and immune system
H2B/c,Blood and immune system
H2BFC,Blood and immune system
AQP12B,Pancreas
INSSA3,Pancreas
ZNF479,Male tissue
KR19,Male tissue
PRSS57,Blood and immune system
PRSSL1,Blood and immune system
UNQ782,Blood and immune system
GP1BA,Blood and immune system
CD42b,Blood and immune system
GP1B,Blood and immune system
GPIbalpha,Blood and immune system
TEX33,Male tissue
C22orf33,Male tissue
EAN57,Male tissue
MGC35206,Male tissue
NOTUM,Female tissue
KLHL33,Heart and skeletal muscle
NUPR2,Male tissue
NUPR1L,Male tissue
SPPL2C,Male tissue
IMP5,Male tissue
SFTPA2,Lung
COLEC5,Lung
SP-A2,Lung
SH3BGR,Heart and skeletal muscle
21-GARP,Heart and skeletal muscle
FAM47A,Male tissue
MGC27003,Male tissue
SV2B,Brain
HsT19680,Brain
KIAA0735,Brain
PDE6G,Eye
PDEG,Eye
RP57,Eye
AHNAK2,Skin
C14orf78,Skin
SPATA8,Male tissue
MGC44294,Male tissue
PDIA2,Pancreas
PDA2,Pancreas
PDI,Pancreas
PDIP,Pancreas
PDIR,Pancreas
SMIM23,Male tissue
C5orf50,Male tissue
LOC644994,Male tissue
PMEL,Eye
D12S53E,Eye
gp100,Eye
Pmel17,Eye
SI,Eye
SIL,Eye
SILV,Eye
PRAME,Male tissue
CT130,Male tissue
MAPE,Male tissue
C6orf201,Male tissue
dJ1013A10.5,Male tissue
C11orf87,Brain
LOC399947,Brain
LOH11CR1A,Brain
NEURIM1,Brain
SPATA31A6,Male tissue
FAM75A6,Male tissue
NPAP1,Male tissue
C15orf2,Male tissue
TMEM210,Male tissue
TRIM69,Male tissue
RNF36,Male tissue
Trif,Male tissue
TRIMLESS,Male tissue
BPY2C,Male tissue
VCY2C,Male tissue
KLHL34,Heart and skeletal muscle
FLJ34960,Heart and skeletal muscle
RP11-450P7.3,Heart and skeletal muscle
KRTAP5-5,Skin
KRTAP5-11,Skin
KRTAP5.5,Skin
C7orf61,Male tissue
IMAGE:4839025,Male tissue
FAM186A,Male tissue
LOC121006,Male tissue
LCE3A,Blood and immune system
LEP13,Blood and immune system
CCIN,Male tissue
BTBD20,Male tissue
KBTBD14,Male tissue
GRK1,Eye
GPRK1,Eye
RHOK,Eye
RK,Eye
DEFB128,Male tissue
DEFB-28,Male tissue
PLK5,Brain
PLK5P,Brain
SgK384ps,Brain
ATP4B,GI-tract
ATP6B,GI-tract
HTR3E,GI-tract
DLEU7,Brain
FLJ44882,Brain
C15orf41,Heart and skeletal muscle
FLJ22851,Heart and skeletal muscle
HH114,Heart and skeletal muscle
MGC11326,Heart and skeletal muscle
ZPBP2,Male tissue
MGC41930,Male tissue
ZPBPL,Male tissue
TEX38,Male tissue
ATPAF1-AS1,Male tissue
C1orf223,Male tissue
LOC374973,Male tissue
THEG4,Male tissue
PRR30,Male tissue
C2orf53,Male tissue
MGC44505,Male tissue
UBL4B,Male tissue
FLJ25690,Male tissue
CYP4Z1,Female tissue
CYP4A20,Female tissue
SLC51B,GI-tract
OSTbeta,GI-tract
LCE5A,Skin
LEP18,Skin
SPRL5A,Skin
LCE1E,Skin
LEP5,Skin
KDM4D,Male tissue
FLJ10251,Male tissue
JMJD2D,Male tissue
GABRA5,Brain
SLC36A3,Male tissue
PAT3,Male tissue
TRAMD2,Male tissue
tramdorin2,Male tissue
KIAA1024L,Heart and skeletal muscle
KRT10,Skin
CK10,Skin
K10,Skin
KPP,Skin
OR6P1,Male tissue
SPATA12,Male tissue
TMPRSS12,Male tissue
CT151,Male tissue
MGC57341,Male tissue
FAM228A,Male tissue
C2orf84,Male tissue
FLJ30851,Male tissue
NAP1L2,Brain
BPX,Brain
MGC26243,Brain
MYT1L,Brain
KIAA1106,Brain
NZF1,Brain
ZC2H2C2,Brain
ZC2HC4B,Brain
OR9Q1,Heart and skeletal muscle
CYP4F3,Liver
CYP4F,Liver
LTB4H,Liver
DEFB105A,Male tissue
DEFB-5,Male tissue
DEFB105,Male tissue
DEFB107A,Male tissue
DEFB-7,Male tissue
DEFB107,Male tissue
DEFB106A,Male tissue
DEFB-6,Male tissue
DEFB106,Male tissue
DEFB105B,Male tissue
HPDL,Eye
4-HPPD-L,Eye
GLOXD1,Eye
MGC15668,Eye
PRG2,Female tissue
BMPG,Female tissue
MBP,Female tissue
proMBP,Female tissue
CCDC73,Male tissue
NY-SAR-79,Male tissue
SPATA31D3,Male tissue
FAM75D3,Male tissue
FLJ44082,Male tissue
KRT16,
NEPPK,
SELENOV,Male tissue
SELV,Male tissue
LCE1A,Skin
LEP1,Skin
KRTAP17-1,Skin
KAP17.1,Skin
FGF3,Brain
HBGF-3,Brain
INT2,Brain
SERPINA11,Liver
P2RY4,GI-tract
NRU,GI-tract
P2P,GI-tract
P2Y4,GI-tract
UNR,GI-tract
KRTAP19-4,Skin
KAP19.4,Skin
KRTAP19-5,Skin
KAP19.5,Skin
KRTAP23-1,Skin
KAP23.1,Skin
ACTL7A,Male tissue
PNLIPRP1,Pancreas
PLRP1,Pancreas
SAMD7,Eye
DKFZp686E1583,Eye
TMPRSS6,Liver
FLJ30744,Liver
TMEM262,Male tissue
DEFB106B,Male tissue
SLIT1,Brain
MEGF4,Brain
SLIL1,Brain
Slit-1,Brain
SLIT3,Brain
VSTM2B,Brain
H1FNT,Male tissue
H1T2,Male tissue
HANP1,Male tissue
LCE4A,Skin
LEP8,Skin
SPRL4A,Skin
KRTAP12-1,Skin
KAP12.1,Skin
KRTAP12.1,Skin
LCE2C,Skin
LEP11,Skin
LCE2D,Skin
LEP12,Skin
SPRL1A,Skin
LCE3B,Blood and immune system
LEP14,Blood and immune system
KRTAP9-8,Skin
KAP9.8,Skin
LHFPL3,Brain
LHFPL4,Brain
HIST1H1T,Male tissue
H1FT,Male tissue
H1t,Male tissue
KCNJ11,Heart and skeletal muscle
BIR,Heart and skeletal muscle
Kir6.2,Heart and skeletal muscle
HYPM,Male tissue
CXorf27,Male tissue
HIP17,Male tissue
PRR27,
C4orf40,
PRAMEF10,Liver
COX8C,Male tissue
COX8-3,Male tissue
MAGEH1,Male tissue
44652,Male tissue
C5orf52,Male tissue
ERC2,Brain
CAST,Brain
CAST1,Brain
ELKSL,Brain
KIAA0378,Brain
SPBC110,Brain
Spc110,Brain
GABRD,Brain
C9orf153,Male tissue
bA507D14.1,Male tissue
ADH1A,Liver
ADH1,Liver
KRTAP10-8,Skin
KAP10.8,Skin
KRTAP18-8,Skin
KRTAP18.8,Skin
LIN28B,Female tissue
CSDD2,Female tissue
FLJ16517,Female tissue
DNAH17,Male tissue
DNAHL1,Male tissue
DNEL2,Male tissue
FLJ40457,Male tissue
FAM205C,Male tissue
FAM205CP,Male tissue
TMEM202,Male tissue
FLJ27523,Male tissue
C2orf78,Male tissue
COG5373,Male tissue
FLJ43987,Male tissue
hCG1989538,Male tissue
SHISA7,Brain
ZCCHC13,Male tissue
4930513O09RIK,Male tissue
Cnbp2,Male tissue
ZNF9L,Male tissue
C17orf99,Blood and immune system
GLPG464,Blood and immune system
UNQ464,Blood and immune system
RTP5,Brain
C2orf85,Brain
CXXC11,Brain
FLJ33590,Brain
Z3CXXC5,Brain
C19orf67,Male tissue
RNF133,Male tissue
PLA2G4E,Skin
FLJ45651,Skin
EYS,Eye
bA166P24.2,Eye
bA307F22.3,Eye
bA74E24.1,Eye
C6orf178,Eye
C6orf179,Eye
C6orf180,Eye
dJ1018A4.2,Eye
dJ303F19.1,Eye
EGFL10,Eye
EGFL11,Eye
RP25,Eye
SPAM,Eye
MAPK12,Heart and skeletal muscle
ERK6,Heart and skeletal muscle
p38gamma,Heart and skeletal muscle
PRKM12,Heart and skeletal muscle
SAPK-3,Heart and skeletal muscle
SAPK3,Heart and skeletal muscle
KRTAP10-6,Skin
KAP10.6,Skin
KAP18.6,Skin
KRTAP18-6,Skin
KRTAP18.6,Skin
